# Dump of DSMap
-4751  1.6065
-4741  1.6039
-4731  1.6012
-4721  1.5986
-4711  1.596
-4701  1.5933
-4691  1.5907
-4681  1.5881
-4671  1.5854
-4661  1.5828
-4651  1.5801
-4641  1.5775
-4631  1.5749
-4621  1.5722
-4611  1.5696
-4601  1.5669
-4591  1.5643
-4581  1.5617
-4571  1.559
-4561  1.5564
-4551  1.5537
-4541  1.5511
-4531  1.5485
-4521  1.5458
-4511  1.5432
-4501  1.5405
-4491  1.5379
-4481  1.5352
-4471  1.5326
-4461  1.53
-4451  1.5273
-4441  1.5247
-4431  1.522
-4421  1.5194
-4411  1.5167
-4401  1.5141
-4391  1.5114
-4381  1.5088
-4371  1.5061
-4361  1.5035
-4351  1.5008
-4341  1.4982
-4331  1.4955
-4321  1.4929
-4311  1.4903
-4301  1.4876
-4291  1.485
-4281  1.4823
-4271  1.4797
-4261  1.477
-4251  1.4744
-4241  1.4717
-4231  1.4691
-4221  1.4664
-4211  1.4638
-4201  1.4612
-4191  1.4585
-4181  1.4559
-4171  1.4533
-4161  1.4507
-4151  1.4481
-4141  1.4454
-4131  1.4428
-4121  1.4402
-4111  1.4376
-4101  1.4351
-4091  1.4325
-4081  1.4299
-4071  1.4273
-4061  1.4248
-4051  1.4222
-4041  1.4197
-4031  1.4171
-4021  1.4146
-4011  1.4121
-4001  1.4095
-3991  1.407
-3981  1.4045
-3971  1.402
-3961  1.3996
-3951  1.3971
-3941  1.3946
-3931  1.3921
-3921  1.3897
-3911  1.3872
-3901  1.3848
-3891  1.3824
-3881  1.3799
-3871  1.3775
-3861  1.3751
-3851  1.3727
-3841  1.3703
-3831  1.3679
-3821  1.3655
-3811  1.3631
-3801  1.3608
-3791  1.3584
-3781  1.356
-3771  1.3536
-3761  1.3513
-3751  1.3489
-3741  1.3465
-3731  1.3442
-3721  1.3418
-3711  1.3395
-3701  1.3371
-3691  1.3348
-3681  1.3324
-3671  1.3301
-3661  1.3277
-3651  1.3254
-3641  1.323
-3631  1.3207
-3621  1.3183
-3611  1.316
-3601  1.3136
-3591  1.3113
-3581  1.309
-3571  1.3066
-3561  1.3043
-3551  1.302
-3541  1.2997
-3531  1.2974
-3521  1.295
-3511  1.2927
-3501  1.2904
-3491  1.2881
-3481  1.2859
-3471  1.2836
-3461  1.2813
-3451  1.2791
-3441  1.2768
-3431  1.2746
-3421  1.2724
-3411  1.2701
-3401  1.2679
-3391  1.2658
-3381  1.2636
-3371  1.2614
-3361  1.2593
-3351  1.2572
-3341  1.2551
-3331  1.253
-3321  1.251
-3311  1.2489
-3301  1.2469
-3291  1.2449
-3281  1.2429
-3271  1.241
-3261  1.239
-3251  1.2371
-3241  1.2352
-3231  1.2333
-3221  1.2315
-3211  1.2297
-3201  1.2279
-3191  1.2261
-3181  1.2243
-3171  1.2226
-3161  1.2209
-3151  1.2192
-3141  1.2175
-3131  1.2158
-3121  1.2142
-3111  1.2126
-3101  1.211
-3091  1.2094
-3081  1.2078
-3071  1.2063
-3061  1.2047
-3051  1.2032
-3041  1.2017
-3031  1.2002
-3021  1.1987
-3011  1.1972
-3001  1.1957
-2991  1.1943
-2981  1.1928
-2971  1.1914
-2961  1.1899
-2951  1.1885
-2941  1.187
-2931  1.1856
-2921  1.1841
-2911  1.1827
-2901  1.1812
-2891  1.1798
-2881  1.1783
-2871  1.1768
-2861  1.1753
-2851  1.1739
-2841  1.1724
-2831  1.1709
-2821  1.1694
-2811  1.1679
-2801  1.1663
-2791  1.1648
-2781  1.1632
-2771  1.1617
-2761  1.1601
-2751  1.1585
-2741  1.1569
-2731  1.1553
-2721  1.1537
-2711  1.1521
-2701  1.1504
-2691  1.1488
-2681  1.1471
-2671  1.1455
-2661  1.1438
-2651  1.1421
-2641  1.1404
-2631  1.1387
-2621  1.137
-2611  1.1352
-2601  1.1335
-2591  1.1318
-2581  1.1301
-2571  1.1283
-2561  1.1266
-2551  1.1249
-2541  1.1231
-2531  1.1214
-2521  1.1197
-2511  1.1179
-2501  1.1162
-2491  1.1145
-2481  1.1128
-2471  1.1111
-2461  1.1094
-2451  1.1077
-2441  1.106
-2431  1.1044
-2421  1.1027
-2411  1.1011
-2401  1.0995
-2391  1.0979
-2381  1.0963
-2371  1.0947
-2361  1.0932
-2351  1.0916
-2341  1.0902
-2331  1.0887
-2321  1.0872
-2311  1.0858
-2301  1.0843
-2291  1.0829
-2281  1.0816
-2271  1.0802
-2261  1.0789
-2251  1.0776
-2241  1.0763
-2231  1.075
-2221  1.0738
-2211  1.0726
-2201  1.0714
-2191  1.0703
-2181  1.0692
-2171  1.0681
-2161  1.067
-2151  1.0659
-2141  1.0649
-2131  1.0639
-2121  1.0629
-2111  1.062
-2101  1.061
-2091  1.0601
-2081  1.0593
-2071  1.0584
-2061  1.0576
-2051  1.0568
-2041  1.056
-2031  1.0552
-2021  1.0545
-2011  1.0537
-2001  1.053
-1991  1.0524
-1981  1.0517
-1971  1.051
-1961  1.0504
-1951  1.0498
-1941  1.0492
-1931  1.0486
-1921  1.0481
-1911  1.0475
-1901  1.047
-1891  1.0465
-1881  1.046
-1871  1.0455
-1861  1.0451
-1851  1.0446
-1841  1.0442
-1831  1.0437
-1821  1.0433
-1811  1.0429
-1801  1.0425
-1791  1.0421
-1781  1.0418
-1771  1.0414
-1761  1.0411
-1751  1.0407
-1741  1.0404
-1731  1.0401
-1721  1.0397
-1711  1.0394
-1701  1.0391
-1691  1.0388
-1681  1.0385
-1671  1.0383
-1661  1.038
-1651  1.0377
-1641  1.0374
-1631  1.0372
-1621  1.0369
-1611  1.0367
-1601  1.0364
-1591  1.0362
-1581  1.0359
-1571  1.0357
-1561  1.0355
-1551  1.0352
-1541  1.035
-1531  1.0348
-1521  1.0346
-1511  1.0344
-1501  1.0342
-1491  1.0339
-1481  1.0337
-1471  1.0335
-1461  1.0333
-1451  1.0331
-1441  1.0329
-1431  1.0327
-1421  1.0325
-1411  1.0323
-1401  1.0321
-1391  1.0319
-1381  1.0317
-1371  1.0315
-1361  1.0314
-1351  1.0312
-1341  1.031
-1331  1.0308
-1321  1.0306
-1311  1.0304
-1301  1.0302
-1291  1.03
-1281  1.0298
-1271  1.0297
-1261  1.0295
-1251  1.0293
-1241  1.0291
-1231  1.0289
-1221  1.0287
-1211  1.0285
-1201  1.0284
-1191  1.0282
-1181  1.028
-1171  1.0278
-1161  1.0276
-1151  1.0274
-1141  1.0272
-1131  1.0271
-1121  1.0269
-1111  1.0267
-1101  1.0265
-1091  1.0263
-1081  1.0261
-1071  1.0259
-1061  1.0258
-1051  1.0256
-1041  1.0254
-1031  1.0252
-1021  1.025
-1011  1.0248
-1001  1.0246
-991  1.0245
-981  1.0243
-971  1.0241
-961  1.0239
-951  1.0237
-941  1.0235
-931  1.0233
-921  1.0232
-911  1.023
-901  1.0228
-891  1.0226
-881  1.0224
-871  1.0223
-861  1.0221
-851  1.0219
-841  1.0217
-831  1.0215
-821  1.0214
-811  1.0212
-801  1.021
-791  1.0208
-781  1.0206
-771  1.0205
-761  1.0203
-751  1.0201
-741  1.02
-731  1.0198
-721  1.0196
-711  1.0195
-701  1.0193
-691  1.0191
-681  1.019
-671  1.0188
-661  1.0186
-651  1.0185
-641  1.0183
-631  1.0182
-621  1.018
-611  1.0179
-601  1.0177
-591  1.0176
-581  1.0174
-571  1.0173
-561  1.0171
-551  1.017
-541  1.0168
-531  1.0167
-521  1.0166
-511  1.0164
-501  1.0163
-491  1.0162
-481  1.016
-471  1.0159
-461  1.0158
-451  1.0157
-441  1.0155
-431  1.0154
-421  1.0153
-411  1.0152
-401  1.0151
-391  1.015
-381  1.0149
-371  1.0148
-361  1.0147
-351  1.0145
-341  1.0144
-331  1.0143
-321  1.0142
-311  1.0142
-301  1.0141
-291  1.014
-281  1.0139
-271  1.0138
-261  1.0137
-251  1.0136
-241  1.0135
-231  1.0134
-221  1.0133
-211  1.0133
-201  1.0132
-191  1.0131
-181  1.013
-171  1.0129
-161  1.0129
-151  1.0128
-141  1.0127
-131  1.0126
-121  1.0126
-111  1.0125
-101  1.0124
-91  1.0124
-81  1.0123
-71  1.0122
-61  1.0121
-51  1.0121
-41  1.012
-31  1.0119
-21  1.0119
-11  1.0118
-1  1.0117
9 1.0116
19 1.0116
29 1.0115
39 1.0114
49 1.0114
59 1.0113
69 1.0112
79 1.0111
89 1.0111
99 1.0111
109 1.0109
119 1.0109
129 1.0108
139 1.0107
149 1.0106
159 1.0106
169  1.0105
179  1.0104
189  1.0103
199  1.0102
209 1.0102
219  1.0101
229  1.01
239  1.0099
249  1.0098
259  1.0097
269  1.0097
279  1.0096
289 1.0095
299 1.0094
309  1.0093
319  1.0092
329  1.0091
339  1.009
349  1.0089
359  1.0088
369  1.0088
379  1.0087
389  1.0086
399  1.0085
409  1.0084
419  1.0083
429  1.0082
439  1.0081
449  1.0079
459  1.0078
469  1.0077
479  1.0076
489  1.0075
499  1.0074
509  1.0073
519  1.0072
529  1.0071
539  1.0069
549  1.0068
559  1.0067
569  1.0066
579  1.0065
589  1.0063
599  1.0062
609  1.0061
619  1.006
629  1.0058
639  1.0057
649  1.0056
659  1.0055
669  1.0053
679  1.0052
689  1.0051
699  1.0049
709  1.0048
719  1.0047
729  1.0045
739  1.0044
749  1.0042
759  1.0041
769  1.004
779  1.0038
789  1.0037
799  1.0035
809  1.0034
819  1.0032
829  1.0031
839  1.003
849  1.0028
859  1.0027
869  1.0025
879  1.0024
889  1.0022
899  1.0021
909  1.0019
919  1.0018
929  1.0016
939  1.0015
949  1.0013
959  1.0012
969  1.001
979  1.0009
989  1.0007
999  1.0006
1009  1.0004
1019  1.0003
1029  1.0001
1039  0.99996
1049  0.99981
1059  0.99966
1069  0.99951
1079  0.99936
1089  0.99922
1099  0.99907
1109  0.99892
1119  0.99877
1129  0.99863
1139  0.99848
1149  0.99834
1159  0.9982
1169  0.99806
1179  0.99791
1189  0.99777
1199  0.99763
1209  0.9975
1219  0.99736
1229  0.99723
1239  0.99709
1249  0.99696
1259  0.99683
1269  0.9967
1279  0.99657
1289  0.99644
1299  0.99631
1309  0.99619
1319  0.99607
1329  0.99595
1339  0.99583
1349  0.99571
1359  0.99559
1369  0.99548
1379  0.99536
1389  0.99525
1399  0.99514
1409  0.99503
1419  0.99492
1429  0.99482
1439  0.99471
1449  0.99461
1459  0.99451
1469  0.99441
1479  0.99431
1489  0.99422
1499  0.99412
1509  0.99403
1519  0.99394
1529  0.99385
1539  0.99376
1549  0.99367
1559  0.99358
1569  0.9935
1579  0.99341
1589  0.99333
1599  0.99325
1609  0.99317
1619  0.99309
1629  0.99301
1639  0.99293
1649  0.99285
1659  0.99278
1669  0.9927
1679  0.99263
1689  0.99255
1699  0.99248
1709  0.99241
1719  0.99233
1729  0.99226
1739  0.99219
1749  0.99212
1759  0.99205
1769  0.99198
1779  0.99191
1789  0.99184
1799  0.99177
1809  0.9917
1819  0.99163
1829  0.99156
1839  0.99149
1849  0.99143
1859  0.99136
1869  0.99129
1879  0.99122
1889  0.99115
1899  0.99108
1909  0.99101
1919  0.99094
1929  0.99087
1939  0.9908
1949  0.99073
1959  0.99066
1969  0.99058
1979  0.99051
1989  0.99044
1999  0.99036
2009  0.99029
2019  0.99022
2029  0.99014
2039  0.99007
2049  0.98999
2059  0.98991
2069  0.98983
2079  0.98976
2089  0.98968
2099  0.9896
2109  0.98952
2119  0.98943
2129  0.98935
2139  0.98927
2149  0.98918
2159  0.9891
2169  0.98901
2179  0.98893
2189  0.98884
2199  0.98875
2209  0.98866
2219  0.98857
2229  0.98847
2239  0.98838
2249  0.98828
2259  0.98819
2269  0.98809
2279  0.98799
2289  0.98789
2299  0.98779
2309  0.98768
2319  0.98757
2329  0.98747
2339  0.98736
2349  0.98725
2359  0.98713
2369  0.98701
2379  0.9869
2389  0.98677
2399  0.98665
2409  0.98652
2419  0.9864
2429  0.98626
2439  0.98613
2449  0.98599
2459  0.98585
2469  0.9857
2479  0.98555
2489  0.9854
2499  0.98524
2509  0.98508
2519  0.98491
2529  0.98474
2539  0.98456
2549  0.98438
2559  0.98419
2569  0.98399
2579  0.98379
2589  0.98358
2599  0.98337
2609  0.98314
2619  0.98291
2629  0.98267
2639  0.98242
2649  0.98217
2659  0.98189
2669  0.98161
2679  0.98133
2689  0.98102
2699  0.98072
2709  0.98038
2719  0.98004
2729  0.97969
2739  0.97932
2749  0.97895
2759  0.97854
2769  0.97813
2779  0.9777
2789  0.97724
2799  0.97678
2809  0.97628
2819  0.97578
2829  0.97525
2839  0.97468
2849  0.97412
2859  0.9735
2869  0.97288
2879  0.97223
2889  0.97153
2899  0.97084
2909  0.97008
2919  0.96931
2929  0.96851
2939  0.96766
2949  0.96681
2959  0.96587
2969  0.96493
2979  0.96395
2989  0.96291
2999  0.96187
3009  0.96073
3019  0.95958
3029  0.95839
3039  0.95712
3049  0.95586
3059  0.95448
3069  0.95309
3079  0.95164
3089  0.95011
3099  0.94859
3109  0.94693
3119  0.94526
3129  0.94353
3139  0.94171
3149  0.93988
3159  0.93791
3169  0.93592
3179  0.93387
3189  0.93171
3199  0.92955
3209  0.92723
3219  0.9249
3229  0.92248
3239  0.91996
3249  0.91743
3259  0.91473
3269  0.91201
3279  0.90921
3289  0.90629
3299  0.90337
3309  0.90027
3319  0.89714
3329  0.89397
